"","county","hrr","cntyname","hrrname","pop10","afact","county.y","state","cases","deaths","countypop","hrrpop","countycaserate","countydeathrate","countycaserate100k","countydeathrate100k"
"2611","34019","285","Hunterdon NJ","NJ- MORRISTOWN",10,0,"Hunterdon","NJ",117,0,128349,1028075,0.000911577028258888,0,91.1577028258888,0
"2612","34019","346","Hunterdon NJ","PA- ALLENTOWN",13037,0.102,"Hunterdon","NJ",117,0,128349,1233349,0.000911577028258888,0,91.1577028258888,0
"2613","34019","288","Hunterdon NJ","NJ- NEW BRUNSWICK",421,0.003,"Hunterdon","NJ",117,0,128349,1044234,0.000911577028258888,0,91.1577028258888,0
"2614","34019","356","Hunterdon NJ","PA- PHILADELPHIA",114881,0.895,"Hunterdon","NJ",117,0,128349,4185432,0.000911577028258888,0,91.1577028258888,0
"2615","34021","356","Mercer NJ","PA- PHILADELPHIA",279242,0.762,"Mercer","NJ",333,3,366513,4185432,0.000908562588503,8.18524854507207e-06,90.8562588503,0.818524854507207
"2616","34021","288","Mercer NJ","NJ- NEW BRUNSWICK",87271,0.238,"Mercer","NJ",333,3,366513,1044234,0.000908562588503,8.18524854507207e-06,90.8562588503,0.818524854507207
"2617","34023","285","Middlesex NJ","NJ- MORRISTOWN",30765,0.038,"Middlesex","NJ",1493,27,809858,1028075,0.00184353306382107,3.33391779793495e-05,184.353306382106,3.33391779793495
"2618","34023","288","Middlesex NJ","NJ- NEW BRUNSWICK",728971,0.9,"Middlesex","NJ",1493,27,809858,1044234,0.00184353306382107,3.33391779793495e-05,184.353306382106,3.33391779793495
"2619","34023","289","Middlesex NJ","NJ- NEWARK",39557,0.049,"Middlesex","NJ",1493,27,809858,1534797,0.00184353306382107,3.33391779793495e-05,184.353306382106,3.33391779793495
"2620","34023","283","Middlesex NJ","NJ- CAMDEN",10565,0.013,"Middlesex","NJ",1493,27,809858,2827593,0.00184353306382107,3.33391779793495e-05,184.353306382106,3.33391779793495
"2621","34025","283","Monmouth NJ","NJ- CAMDEN",622723,0.988,"Monmouth","NJ",1301,24,630380,2827593,0.00206383451251626,3.80722738665567e-05,206.383451251626,3.80722738665567
"2622","34025","288","Monmouth NJ","NJ- NEW BRUNSWICK",1066,0.002,"Monmouth","NJ",1301,24,630380,1044234,0.00206383451251626,3.80722738665567e-05,206.383451251626,3.80722738665567
"2623","34025","356","Monmouth NJ","PA- PHILADELPHIA",6591,0.01,"Monmouth","NJ",1301,24,630380,4185432,0.00206383451251626,3.80722738665567e-05,206.383451251626,3.80722738665567
"2624","34027","285","Morris NJ","NJ- MORRISTOWN",445663,0.905,"Morris","NJ",942,25,492276,1028075,0.00191356068546913,5.07845192534269e-05,191.356068546913,5.07845192534269
"2625","34027","291","Morris NJ","NJ- PATERSON",46613,0.095,"Morris","NJ",942,25,492276,393185,0.00191356068546913,5.07845192534269e-05,191.356068546913,5.07845192534269
"2626","34029","283","Ocean NJ","NJ- CAMDEN",576567,1,"Ocean","NJ",1209,23,576567,2827593,0.00209689420310215,3.98912875693545e-05,209.689420310215,3.98912875693545
"2627","34031","284","Passaic NJ","NJ- HACKENSACK",153917,0.307,"Passaic","NJ",1494,15,501226,1278413,0.0029806913448225,2.99266199279367e-05,298.06913448225,2.99266199279367
"2628","34031","285","Passaic NJ","NJ- MORRISTOWN",1421,0.003,"Passaic","NJ",1494,15,501226,1028075,0.0029806913448225,2.99266199279367e-05,298.06913448225,2.99266199279367
"2629","34031","292","Passaic NJ","NJ- RIDGEWOOD",19227,0.038,"Passaic","NJ",1494,15,501226,463288,0.0029806913448225,2.99266199279367e-05,298.06913448225,2.99266199279367
"2630","34031","291","Passaic NJ","NJ- PATERSON",326661,0.652,"Passaic","NJ",1494,15,501226,393185,0.0029806913448225,2.99266199279367e-05,298.06913448225,2.99266199279367
"2631","34033","283","Salem NJ","NJ- CAMDEN",16691,0.253,"Salem","NJ",19,1,66083,2827593,0.00028751721320158,1.51324849053463e-05,28.751721320158,1.51324849053463
"2632","34033","112","Salem NJ","DE- WILMINGTON",49388,0.747,"Salem","NJ",19,1,66083,796103,0.00028751721320158,1.51324849053463e-05,28.751721320158,1.51324849053463
"2633","34033","356","Salem NJ","PA- PHILADELPHIA",4,0,"Salem","NJ",19,1,66083,4185432,0.00028751721320158,1.51324849053463e-05,28.751721320158,1.51324849053463
"2634","34035","285","Somerset NJ","NJ- MORRISTOWN",96935,0.3,"Somerset","NJ",472,15,323444,1028075,0.00145929434461607,4.63758795958497e-05,145.929434461607,4.63758795958497
"2635","34035","356","Somerset NJ","PA- PHILADELPHIA",4,0,"Somerset","NJ",472,15,323444,4185432,0.00145929434461607,4.63758795958497e-05,145.929434461607,4.63758795958497
"2636","34035","288","Somerset NJ","NJ- NEW BRUNSWICK",226505,0.7,"Somerset","NJ",472,15,323444,1044234,0.00145929434461607,4.63758795958497e-05,145.929434461607,4.63758795958497
"2637","34037","285","Sussex NJ","NJ- MORRISTOWN",146421,0.981,"Sussex","NJ",158,6,149265,1028075,0.00105852008173383,4.01969651291328e-05,105.852008173383,4.01969651291328
"2638","34037","291","Sussex NJ","NJ- PATERSON",287,0.002,"Sussex","NJ",158,6,149265,393185,0.00105852008173383,4.01969651291328e-05,105.852008173383,4.01969651291328
"2639","34037","292","Sussex NJ","NJ- RIDGEWOOD",2557,0.017,"Sussex","NJ",158,6,149265,463288,0.00105852008173383,4.01969651291328e-05,105.852008173383,4.01969651291328
"2640","34039","289","Union NJ","NJ- NEWARK",348961,0.65,"Union","NJ",1661,29,536499,1534797,0.00309599831500152,5.40541548073715e-05,309.599831500152,5.40541548073715
"2641","34039","285","Union NJ","NJ- MORRISTOWN",187538,0.35,"Union","NJ",1661,29,536499,1028075,0.00309599831500152,5.40541548073715e-05,309.599831500152,5.40541548073715
"2642","34041","346","Warren NJ","PA- ALLENTOWN",64122,0.59,"Warren","NJ",96,3,108692,1233349,0.000883229676517131,2.76009273911603e-05,88.3229676517131,2.76009273911603
"2643","34041","285","Warren NJ","NJ- MORRISTOWN",44570,0.41,"Warren","NJ",96,3,108692,1028075,0.000883229676517131,2.76009273911603e-05,88.3229676517131,2.76009273911603
"2644","35001","293","Bernalillo NM","NM- ALBUQUERQUE",662564,1,"Bernalillo","NM",148,3,662564,1729568,0.000223374647581215,4.5278644779976e-06,22.3374647581215,0.45278644779976
"2645","35003","293","Catron NM","NM- ALBUQUERQUE",3725,1,"Catron","NM",1,0,3725,1729568,0.000268456375838926,0,26.8456375838926,0
"2646","35005","293","Chaves NM","NM- ALBUQUERQUE",65645,1,"Chaves","NM",10,0,65645,1729568,0.000152334526620459,0,15.2334526620459,0
"2647","35006","293","Cibola NM","NM- ALBUQUERQUE",27213,1,"Cibola","NM",4,0,27213,1729568,0.000146988571638555,0,14.6988571638555,0
"2648","35007","293","Colfax NM","NM- ALBUQUERQUE",13750,1,"0","0",0,0,13750,1729568,0,0,0,0
"2649","35009","400","Curry NM","TX- LUBBOCK",48376,1,"Curry","NM",5,0,48376,707296,0.000103357036547048,0,10.3357036547048,0
"2650","35011","293","DeBaca NM","NM- ALBUQUERQUE",2022,1,"0","0",0,0,2022,1729568,0,0,0,0
"2651","35013","393","Dona Ana NM","TX- EL PASO",209233,1,"Doña Ana","NM",21,0,209233,1113258,0.000100366576973995,0,10.0366576973995,0
"2652","35015","293","Eddy NM","NM- ALBUQUERQUE",18024,0.335,"Eddy","NM",4,1,53829,1729568,7.43093871333296e-05,1.85773467833324e-05,7.43093871333296,1.85773467833324
"2653","35015","400","Eddy NM","TX- LUBBOCK",35805,0.665,"Eddy","NM",4,1,53829,707296,7.43093871333296e-05,1.85773467833324e-05,7.43093871333296,1.85773467833324
"2654","35017","293","Grant NM","NM- ALBUQUERQUE",29514,1,"Grant","NM",1,0,29514,1729568,3.38822253845633e-05,0,3.38822253845633,0
"2655","35019","293","Guadalupe NM","NM- ALBUQUERQUE",4687,1,"0","0",0,0,4687,1729568,0,0,0,0
"2656","35021","293","Harding NM","NM- ALBUQUERQUE",451,0.649,"0","0",0,0,695,1729568,0,0,0,0
"2657","35021","383","Harding NM","TX- AMARILLO",244,0.351,"0","0",0,0,695,444214,0,0,0,0
"2658","35023","293","Hidalgo NM","NM- ALBUQUERQUE",4894,1,"0","0",0,0,4894,1729568,0,0,0,0
"2659","35025","400","Lea NM","TX- LUBBOCK",64650,0.999,"Lea","NM",2,0,64727,707296,3.08990065969379e-05,0,3.08990065969379,0
"2660","35025","293","Lea NM","NM- ALBUQUERQUE",77,0.001,"Lea","NM",2,0,64727,1729568,3.08990065969379e-05,0,3.08990065969379,0
"2661","35027","293","Lincoln NM","NM- ALBUQUERQUE",20497,1,"0","0",0,0,20497,1729568,0,0,0,0
"2662","35028","293","Los Alamos NM","NM- ALBUQUERQUE",17950,1,"0","0",0,0,17950,1729568,0,0,0,0
"2663","35029","393","Luna NM","TX- EL PASO",25095,1,"0","0",0,0,25095,1113258,0,0,0,0
"2664","35031","293","McKinley NM","NM- ALBUQUERQUE",71492,1,"McKinley","NM",20,0,71492,1729568,0.00027975158059643,0,27.975158059643,0
"2665","35033","293","Mora NM","NM- ALBUQUERQUE",4881,1,"0","0",0,0,4881,1729568,0,0,0,0
"2666","35035","393","Otero NM","TX- EL PASO",60184,0.943,"Otero","NM",1,0,63797,1113258,1.56747182469395e-05,0,1.56747182469395,0
"2667","35035","293","Otero NM","NM- ALBUQUERQUE",3613,0.057,"Otero","NM",1,0,63797,1729568,1.56747182469395e-05,0,1.56747182469395,0
"2668","35037","293","Quay NM","NM- ALBUQUERQUE",189,0.021,"0","0",0,0,9041,1729568,0,0,0,0
"2669","35037","383","Quay NM","TX- AMARILLO",8264,0.914,"0","0",0,0,9041,444214,0,0,0,0
"2670","35037","400","Quay NM","TX- LUBBOCK",588,0.065,"0","0",0,0,9041,707296,0,0,0,0
"2671","35039","293","Rio Arriba NM","NM- ALBUQUERQUE",40246,1,"Rio Arriba","NM",4,0,40246,1729568,9.93887591313423e-05,0,9.93887591313423,0
"2672","35041","400","Roosevelt NM","TX- LUBBOCK",19846,1,"Roosevelt","NM",1,0,19846,707296,5.03879875037791e-05,0,5.03879875037791,0
"2673","35043","293","Sandoval NM","NM- ALBUQUERQUE",131561,1,"Sandoval","NM",32,2,131561,1729568,0.000243233177005344,1.5202073562834e-05,24.3233177005344,1.5202073562834
"2674","35045","293","San Juan NM","NM- ALBUQUERQUE",130044,1,"San Juan","NM",37,0,130044,1729568,0.000284519085847867,0,28.4519085847867,0
"2675","35047","293","San Miguel NM","NM- ALBUQUERQUE",29170,0.992,"San Miguel","NM",1,0,29393,1729568,3.40217058483312e-05,0,3.40217058483312,0
"2676","35047","383","San Miguel NM","TX- AMARILLO",223,0.008,"San Miguel","NM",1,0,29393,444214,3.40217058483312e-05,0,3.40217058483312,0
"2677","35049","293","Santa Fe NM","NM- ALBUQUERQUE",144170,1,"Santa Fe","NM",48,0,144170,1729568,0.000332940278837484,0,33.2940278837484,0
"2678","35051","393","Sierra NM","TX- EL PASO",11988,1,"0","0",0,0,11988,1113258,0,0,0,0
"2679","35053","293","Socorro NM","NM- ALBUQUERQUE",17866,1,"Socorro","NM",3,0,17866,1729568,0.000167916713310198,0,16.7916713310198,0
"2680","35055","293","Taos NM","NM- ALBUQUERQUE",32937,1,"Taos","NM",12,0,32937,1729568,0.0003643319063667,0,36.43319063667,0
"2681","35057","293","Torrance NM","NM- ALBUQUERQUE",16383,1,"Torrance","NM",3,0,16383,1729568,0.000183116645303058,0,18.3116645303058,0
"2682","35059","293","Union NM","NM- ALBUQUERQUE",4322,0.95,"0","0",0,0,4549,1729568,0,0,0,0
"2683","35059","383","Union NM","TX- AMARILLO",227,0.05,"0","0",0,0,4549,444214,0,0,0,0
"2684","35061","293","Valencia NM","NM- ALBUQUERQUE",76569,1,"Valencia","NM",5,0,76569,1729568,6.53005785631261e-05,0,6.53005785631261,0
"2685","36001","295","Albany NY","NY- ALBANY",304204,1,"Albany","NY",240,2,304204,1842850,0.000788944261087954,6.57453550906628e-06,78.8944261087954,0.657453550906628
"2686","36003","299","Allegany NY","NY- BUFFALO",13508,0.276,"Allegany","NY",10,1,48946,1378870,0.000204306787071467,2.04306787071467e-05,20.4306787071467,2.04306787071467
"2687","36003","304","Allegany NY","NY- ROCHESTER",35438,0.724,"Allegany","NY",10,1,48946,1303270,0.000204306787071467,2.04306787071467e-05,20.4306787071467,2.04306787071467
"2688","36007","296","Broome NY","NY- BINGHAMTON",200494,0.999,"Broome","NY",42,4,200600,364639,0.000209371884346959,1.99401794616152e-05,20.9371884346959,1.99401794616152
"2689","36007","307","Broome NY","NY- SYRACUSE",106,0.001,"Broome","NY",42,4,200600,1069422,0.000209371884346959,1.99401794616152e-05,20.9371884346959,1.99401794616152
"2690","36009","299","Cattaraugus NY","NY- BUFFALO",72105,0.898,"Cattaraugus","NY",7,0,80317,1378870,8.71546497005615e-05,0,8.71546497005615,0
"2691","36009","351","Cattaraugus NY","PA- ERIE",8212,0.102,"Cattaraugus","NY",7,0,80317,722463,8.71546497005615e-05,0,8.71546497005615,0
"2692","36011","307","Cayuga NY","NY- SYRACUSE",76517,0.956,"Cayuga","NY",3,0,80026,1069422,3.74878164596506e-05,0,3.74878164596506,0
"2693","36011","304","Cayuga NY","NY- ROCHESTER",3509,0.044,"Cayuga","NY",3,0,80026,1303270,3.74878164596506e-05,0,3.74878164596506,0
"2694","36013","351","Chautauqua NY","PA- ERIE",89350,0.662,"Chautauqua","NY",10,1,134905,722463,7.41262369815796e-05,7.41262369815796e-06,7.41262369815796,0.741262369815796
"2695","36013","299","Chautauqua NY","NY- BUFFALO",45555,0.338,"Chautauqua","NY",10,1,134905,1378870,7.41262369815796e-05,7.41262369815796e-06,7.41262369815796,0.741262369815796
"2696","36015","300","Chemung NY","NY- ELMIRA",84326,0.949,"Chemung","NY",22,0,88830,331145,0.000247664077451312,0,24.7664077451312,0
"2697","36015","359","Chemung NY","PA- SAYRE",4504,0.051,"Chemung","NY",22,0,88830,197463,0.000247664077451312,0,24.7664077451312,0
"2698","36017","295","Chenango NY","NY- ALBANY",2313,0.046,"Chenango","NY",26,0,50477,1842850,0.00051508607880817,0,51.508607880817,0
"2699","36017","296","Chenango NY","NY- BINGHAMTON",40350,0.799,"Chenango","NY",26,0,50477,364639,0.00051508607880817,0,51.508607880817,0
"2700","36017","307","Chenango NY","NY- SYRACUSE",7814,0.155,"Chenango","NY",26,0,50477,1069422,0.00051508607880817,0,51.508607880817,0
"2701","36019","424","Clinton NY","VT- BURLINGTON",82128,1,"Clinton","NY",25,0,82128,646114,0.000304402883304111,0,30.4402883304111,0
"2702","36021","295","Columbia NY","NY- ALBANY",56056,0.888,"Columbia","NY",41,1,63096,1842850,0.000649803474071257,1.58488652212502e-05,64.9803474071256,1.58488652212502
"2703","36021","110","Columbia NY","CT- HARTFORD",1693,0.027,"Columbia","NY",41,1,63096,1510786,0.000649803474071257,1.58488652212502e-05,64.9803474071256,1.58488652212502
"2704","36021","230","Columbia NY","MA- SPRINGFIELD",5347,0.085,"Columbia","NY",41,1,63096,744460,0.000649803474071257,1.58488652212502e-05,64.9803474071256,1.58488652212502
"2705","36023","296","Cortland NY","NY- BINGHAMTON",483,0.01,"Cortland","NY",10,0,49336,364639,0.000202691746392087,0,20.2691746392087,0
"2706","36023","304","Cortland NY","NY- ROCHESTER",708,0.014,"Cortland","NY",10,0,49336,1303270,0.000202691746392087,0,20.2691746392087,0
"2707","36023","307","Cortland NY","NY- SYRACUSE",48145,0.976,"Cortland","NY",10,0,49336,1069422,0.000202691746392087,0,20.2691746392087,0
"2708","36025","295","Delaware NY","NY- ALBANY",20717,0.432,"Delaware","NY",20,0,47980,1842850,0.000416840350145894,0,41.6840350145894,0
"2709","36025","296","Delaware NY","NY- BINGHAMTON",27263,0.568,"Delaware","NY",20,0,47980,364639,0.000416840350145894,0,41.6840350145894,0
"2710","36027","295","Dutchess NY","NY- ALBANY",261231,0.878,"Dutchess","NY",547,5,297488,1842850,0.00183872962943043,1.68074006346474e-05,183.872962943043,1.68074006346474
"2711","36027","111","Dutchess NY","CT- NEW HAVEN",14741,0.05,"Dutchess","NY",547,5,297488,1482374,0.00183872962943043,1.68074006346474e-05,183.872962943043,1.68074006346474
"2712","36027","110","Dutchess NY","CT- HARTFORD",21516,0.072,"Dutchess","NY",547,5,297488,1510786,0.00183872962943043,1.68074006346474e-05,183.872962943043,1.68074006346474
"2713","36029","299","Erie NY","NY- BUFFALO",919040,1,"Erie","NY",553,12,919040,1378870,0.000601714832869081,1.30571030640669e-05,60.1714832869081,1.30571030640669
"2714","36031","295","Essex NY","NY- ALBANY",2463,0.063,"Essex","NY",6,0,39370,1842850,0.00015240030480061,0,15.240030480061,0
"2715","36031","424","Essex NY","VT- BURLINGTON",36907,0.937,"Essex","NY",6,0,39370,646114,0.00015240030480061,0,15.240030480061,0
"2716","36033","424","Franklin NY","VT- BURLINGTON",51599,1,"Franklin","NY",9,0,51599,646114,0.000174421984922188,0,17.4421984922188,0
"2717","36035","300","Fulton NY","NY- ELMIRA",3844,0.069,"Fulton","NY",2,0,55531,331145,3.6015919036214e-05,0,3.6015919036214,0
"2718","36035","295","Fulton NY","NY- ALBANY",51687,0.931,"Fulton","NY",2,0,55531,1842850,3.6015919036214e-05,0,3.6015919036214,0
"2719","36037","304","Genesee NY","NY- ROCHESTER",3489,0.058,"Genesee","NY",13,1,60079,1303270,0.000216381764010719,1.66447510777476e-05,21.6381764010719,1.66447510777476
"2720","36037","299","Genesee NY","NY- BUFFALO",56590,0.942,"Genesee","NY",13,1,60079,1378870,0.000216381764010719,1.66447510777476e-05,21.6381764010719,1.66447510777476
"2721","36039","295","Greene NY","NY- ALBANY",49221,1,"Greene","NY",18,0,49221,1842850,0.000365697568111172,0,36.5697568111172,0
"2722","36041","300","Hamilton NY","NY- ELMIRA",646,0.134,"Hamilton","NY",2,0,4836,331145,0.000413564929693962,0,41.3564929693962,0
"2723","36041","295","Hamilton NY","NY- ALBANY",3275,0.677,"Hamilton","NY",2,0,4836,1842850,0.000413564929693962,0,41.3564929693962,0
"2724","36041","424","Hamilton NY","VT- BURLINGTON",915,0.189,"Hamilton","NY",2,0,4836,646114,0.000413564929693962,0,41.3564929693962,0
"2725","36043","300","Herkimer NY","NY- ELMIRA",62650,0.971,"Herkimer","NY",16,2,64519,331145,0.00024798896449108,3.0998620561385e-05,24.798896449108,3.0998620561385
"2726","36043","295","Herkimer NY","NY- ALBANY",1869,0.029,"Herkimer","NY",16,2,64519,1842850,0.00024798896449108,3.0998620561385e-05,24.798896449108,3.0998620561385
"2727","36045","307","Jefferson NY","NY- SYRACUSE",116229,1,"Jefferson","NY",12,0,116229,1069422,0.000103244457063211,0,10.3244457063211,0
"2728","36049","300","Lewis NY","NY- ELMIRA",1593,0.059,"Lewis","NY",2,0,27087,331145,7.38361575663602e-05,0,7.38361575663602,0
"2729","36049","307","Lewis NY","NY- SYRACUSE",25494,0.941,"Lewis","NY",2,0,27087,1069422,7.38361575663602e-05,0,7.38361575663602,0
"2730","36051","299","Livingston NY","NY- BUFFALO",845,0.013,"Livingston","NY",14,0,65393,1378870,0.000214090193139939,0,21.4090193139939,0
"2731","36051","304","Livingston NY","NY- ROCHESTER",64548,0.987,"Livingston","NY",14,0,65393,1303270,0.000214090193139939,0,21.4090193139939,0
"2732","36053","307","Madison NY","NY- SYRACUSE",72969,0.994,"Madison","NY",67,2,73442,1069422,0.000912284523841943,2.72323738460282e-05,91.2284523841943,2.72323738460282
"2733","36053","300","Madison NY","NY- ELMIRA",473,0.006,"Madison","NY",67,2,73442,331145,0.000912284523841943,2.72323738460282e-05,91.2284523841943,2.72323738460282
"2734","36055","299","Monroe NY","NY- BUFFALO",134,0,"Monroe","NY",349,9,744344,1378870,0.000468869232505401,1.20911836462711e-05,46.8869232505401,1.20911836462711
"2735","36055","304","Monroe NY","NY- ROCHESTER",744210,1,"Monroe","NY",349,9,744344,1303270,0.000468869232505401,1.20911836462711e-05,46.8869232505401,1.20911836462711
"2736","36057","300","Montgomery NY","NY- ELMIRA",2826,0.056,"Montgomery","NY",7,0,50219,331145,0.000139389474103427,0,13.9389474103427,0
"2737","36057","295","Montgomery NY","NY- ALBANY",47393,0.944,"Montgomery","NY",7,0,50219,1842850,0.000139389474103427,0,13.9389474103427,0
"2738","36059","301","Nassau NY","NY- EAST LONG ISLAND",1289831,0.963,"Nassau","NY",9555,76,1339532,4728414,0.00713308827262059,5.67362332516132e-05,713.308827262059,5.67362332516132
"2739","36059","303","Nassau NY","NY- NEW YORK",49701,0.037,"Nassau","NY",9555,76,1339532,4981418,0.00713308827262059,5.67362332516132e-05,713.308827262059,5.67362332516132
"2740","36063","299","Niagara NY","NY- BUFFALO",216469,1,"Niagara","NY",46,0,216469,1378870,0.0002125015591147,0,21.25015591147,0
"2741","36065","300","Oneida NY","NY- ELMIRA",153958,0.655,"Oneida","NY",50,1,234878,331145,0.000212876472040804,4.25752944081608e-06,21.2876472040804,0.425752944081608
"2742","36065","307","Oneida NY","NY- SYRACUSE",80920,0.345,"Oneida","NY",50,1,234878,1069422,0.000212876472040804,4.25752944081608e-06,21.2876472040804,0.425752944081608
"2743","36067","307","Onondaga NY","NY- SYRACUSE",467026,1,"Onondaga","NY",249,1,467026,1069422,0.000533160894682523,2.14120841237961e-06,53.3160894682523,0.214120841237961
"2744","36069","304","Ontario NY","NY- ROCHESTER",107931,1,"Ontario","NY",24,0,107931,1303270,0.0002223642882953,0,22.23642882953,0
"2745","36071","285","Orange NY","NJ- MORRISTOWN",20211,0.054,"Orange","NY",1756,25,372813,1028075,0.00471013618087352,6.70577474497939e-05,471.013618087352,6.70577474497939
"2746","36071","292","Orange NY","NJ- RIDGEWOOD",116958,0.314,"Orange","NY",1756,25,372813,463288,0.00471013618087352,6.70577474497939e-05,471.013618087352,6.70577474497939
"2747","36071","308","Orange NY","NY- WHITE PLAINS",235644,0.632,"Orange","NY",1756,25,372813,1135283,0.00471013618087352,6.70577474497939e-05,471.013618087352,6.70577474497939
"2748","36073","304","Orleans NY","NY- ROCHESTER",13119,0.306,"Orleans","NY",6,0,42883,1303270,0.000139915584264161,0,13.9915584264161,0
"2749","36073","299","Orleans NY","NY- BUFFALO",29764,0.694,"Orleans","NY",6,0,42883,1378870,0.000139915584264161,0,13.9915584264161,0
"2750","36075","307","Oswego NY","NY- SYRACUSE",122109,1,"Oswego","NY",17,2,122109,1069422,0.00013921987732272,1.63788090967906e-05,13.921987732272,1.63788090967906
"2751","36077","307","Otsego NY","NY- SYRACUSE",39,0.001,"Otsego","NY",19,1,62259,1069422,0.000305176761592701,1.60619348206685e-05,30.5176761592701,1.60619348206685
"2752","36077","295","Otsego NY","NY- ALBANY",18653,0.3,"Otsego","NY",19,1,62259,1842850,0.000305176761592701,1.60619348206685e-05,30.5176761592701,1.60619348206685
"2753","36077","300","Otsego NY","NY- ELMIRA",811,0.013,"Otsego","NY",19,1,62259,331145,0.000305176761592701,1.60619348206685e-05,30.5176761592701,1.60619348206685
"2754","36077","296","Otsego NY","NY- BINGHAMTON",42756,0.687,"Otsego","NY",19,1,62259,364639,0.000305176761592701,1.60619348206685e-05,30.5176761592701,1.60619348206685
"2755","36079","295","Putnam NY","NY- ALBANY",538,0.005,"Putnam","NY",207,0,99710,1842850,0.00207602045933206,0,207.602045933206,0
"2756","36079","111","Putnam NY","CT- NEW HAVEN",78717,0.789,"Putnam","NY",207,0,99710,1482374,0.00207602045933206,0,207.602045933206,0
"2757","36079","308","Putnam NY","NY- WHITE PLAINS",20455,0.205,"Putnam","NY",207,0,99710,1135283,0.00207602045933206,0,207.602045933206,0
"2758","36083","295","Rensselaer NY","NY- ALBANY",159429,1,"Rensselaer","NY",60,0,159429,1842850,0.000376343074346574,0,37.6343074346574,0
"2759","36087","284","Rockland NY","NJ- HACKENSACK",175234,0.562,"Rockland","NY",3321,29,311687,1278413,0.0106549198394543,9.30420582186617e-05,1065.49198394543,9.30420582186617
"2760","36087","292","Rockland NY","NJ- RIDGEWOOD",136453,0.438,"Rockland","NY",3321,29,311687,463288,0.0106549198394543,9.30420582186617e-05,1065.49198394543,9.30420582186617
"2761","36089","307","St. Lawrence NY","NY- SYRACUSE",45519,0.407,"St. Lawrence","NY",34,0,111944,1069422,0.000303723290216537,0,30.3723290216537,0
"2762","36089","424","St. Lawrence NY","VT- BURLINGTON",66425,0.593,"St. Lawrence","NY",34,0,111944,646114,0.000303723290216537,0,30.3723290216537,0
"2763","36091","295","Saratoga NY","NY- ALBANY",219607,1,"Saratoga","NY",122,1,219607,1842850,0.000555537847154235,4.55358891110028e-06,55.5537847154235,0.455358891110028
"2764","36093","295","Schenectady NY","NY- ALBANY",154727,1,"Schenectady","NY",93,0,154727,1842850,0.000601058638763758,0,60.1058638763758,0
"2765","36095","295","Schoharie NY","NY- ALBANY",30202,0.922,"Schoharie","NY",8,0,32749,1842850,0.00024428226816086,0,24.428226816086,0
"2766","36095","296","Schoharie NY","NY- BINGHAMTON",2547,0.078,"Schoharie","NY",8,0,32749,364639,0.00024428226816086,0,24.428226816086,0
"2767","36097","300","Schuyler NY","NY- ELMIRA",13108,0.715,"Schuyler","NY",2,0,18343,331145,0.000109033418742845,0,10.9033418742845,0
"2768","36097","359","Schuyler NY","PA- SAYRE",2468,0.135,"Schuyler","NY",2,0,18343,197463,0.000109033418742845,0,10.9033418742845,0
"2769","36097","304","Schuyler NY","NY- ROCHESTER",2767,0.151,"Schuyler","NY",2,0,18343,1303270,0.000109033418742845,0,10.9033418742845,0
"2770","36099","304","Seneca NY","NY- ROCHESTER",35251,1,"Seneca","NY",2,0,35251,1303270,5.67359791211597e-05,0,5.67359791211597,0
"2771","36101","300","Steuben NY","NY- ELMIRA",911,0.009,"Steuben","NY",38,0,98990,331145,0.000383877159309021,0,38.3877159309021,0
"2772","36101","304","Steuben NY","NY- ROCHESTER",55439,0.56,"Steuben","NY",38,0,98990,1303270,0.000383877159309021,0,38.3877159309021,0
"2773","36101","359","Steuben NY","PA- SAYRE",42640,0.431,"Steuben","NY",38,0,98990,197463,0.000383877159309021,0,38.3877159309021,0
"2774","36103","301","Suffolk NY","NY- EAST LONG ISLAND",1493114,1,"Suffolk","NY",7605,69,1493350,4728414,0.00509257709177353,4.6204841463823e-05,509.257709177353,4.62048414638229
"2775","36103","111","Suffolk NY","CT- NEW HAVEN",236,0,"Suffolk","NY",7605,69,1493350,1482374,0.00509257709177353,4.6204841463823e-05,509.257709177353,4.62048414638229
"2776","36105","308","Sullivan NY","NY- WHITE PLAINS",12238,0.158,"Sullivan","NY",121,4,77547,1135283,0.00156034404941519,5.15816214682709e-05,156.034404941519,5.15816214682709
"2777","36105","285","Sullivan NY","NJ- MORRISTOWN",4782,0.062,"Sullivan","NY",121,4,77547,1028075,0.00156034404941519,5.15816214682709e-05,156.034404941519,5.15816214682709
"2778","36105","295","Sullivan NY","NY- ALBANY",53397,0.689,"Sullivan","NY",121,4,77547,1842850,0.00156034404941519,5.15816214682709e-05,156.034404941519,5.15816214682709
"2779","36105","360","Sullivan NY","PA- SCRANTON",3472,0.045,"Sullivan","NY",121,4,77547,317755,0.00156034404941519,5.15816214682709e-05,156.034404941519,5.15816214682709
"2780","36105","296","Sullivan NY","NY- BINGHAMTON",3658,0.047,"Sullivan","NY",121,4,77547,364639,0.00156034404941519,5.15816214682709e-05,156.034404941519,5.15816214682709
"2781","36107","304","Tioga NY","NY- ROCHESTER",601,0.012,"Tioga","NY",7,0,51125,1303270,0.000136919315403423,0,13.6919315403423,0
"2782","36107","296","Tioga NY","NY- BINGHAMTON",29310,0.573,"Tioga","NY",7,0,51125,364639,0.000136919315403423,0,13.6919315403423,0
