"","county","hrr","cntyname","hrrname","pop10","afact","county.y","state","cases","deaths","countypop","hrrpop","countycaserate","countydeathrate","countycaserate100k","countydeathrate100k"
"179","04027","012","Yuma AZ","AZ- PHOENIX",195751,1,"Yuma","AZ",12,0,195751,3373124,6.1302368825702e-05,0,6.1302368825702,0
"180","05001","019","Arkansas AR","AR- LITTLE ROCK",19019,1,"Arkansas","AR",2,0,19019,1557326,0.000105157999894842,0,10.5157999894842,0
"181","05003","019","Ashley AR","AR- LITTLE ROCK",21853,1,"Ashley","AR",2,0,21853,1557326,9.15206150185329e-05,0,9.15206150185329,0
"182","05005","270","Baxter AR","MO- SPRINGFIELD",40774,0.982,"Baxter","AR",3,0,41513,865127,7.22665189217835e-05,0,7.22665189217835,0
"183","05005","019","Baxter AR","AR- LITTLE ROCK",739,0.018,"Baxter","AR",3,0,41513,1557326,7.22665189217835e-05,0,7.22665189217835,0
"184","05007","267","Benton AR","MO- JOPLIN",2,0,"Benton","AR",40,0,221339,375895,0.000180718264743222,0,18.0718264743222,0
"185","05007","270","Benton AR","MO- SPRINGFIELD",42,0,"Benton","AR",40,0,221339,865127,0.000180718264743222,0,18.0718264743222,0
"186","05007","021","Benton AR","AR- SPRINGDALE",221295,1,"Benton","AR",40,0,221339,535647,0.000180718264743222,0,18.0718264743222,0
"187","05009","021","Boone AR","AR- SPRINGDALE",36903,1,"Boone","AR",3,0,36903,535647,8.12942037232745e-05,0,8.12942037232745,0
"188","05011","019","Bradley AR","AR- LITTLE ROCK",11508,1,"Bradley","AR",4,0,11508,1557326,0.000347584289190129,0,34.7584289190129,0
"189","05013","019","Calhoun AR","AR- LITTLE ROCK",5368,1,"0","0",0,0,5368,1557326,0,0,0,0
"190","05015","270","Carroll AR","MO- SPRINGFIELD",8728,0.318,"Carroll","AR",1,0,27446,865127,3.64351818115572e-05,0,3.64351818115572,0
"191","05015","021","Carroll AR","AR- SPRINGDALE",18718,0.682,"Carroll","AR",1,0,27446,535647,3.64351818115572e-05,0,3.64351818115572,0
"192","05017","019","Chicot AR","AR- LITTLE ROCK",11800,1,"Chicot","AR",2,0,11800,1557326,0.000169491525423729,0,16.9491525423729,0
"193","05019","019","Clark AR","AR- LITTLE ROCK",22995,1,"Clark","AR",26,0,22995,1557326,0.00113068058273538,0,113.068058273538,0
"194","05021","018","Clay AR","AR- JONESBORO",10972,0.682,"0","0",0,0,16083,238432,0,0,0,0
"195","05021","273","Clay AR","MO- ST LOUIS",5111,0.318,"0","0",0,0,16083,3427241,0,0,0,0
"196","05023","019","Cleburne AR","AR- LITTLE ROCK",25970,1,"Cleburne","AR",63,3,25970,1557326,0.00242587601078167,0.000115517905275318,242.587601078167,11.5517905275318
"197","05025","019","Cleveland AR","AR- LITTLE ROCK",8689,1,"Cleveland","AR",5,0,8689,1557326,0.000575440211761998,0,57.5440211761998,0
"198","05027","019","Columbia AR","AR- LITTLE ROCK",22956,0.935,"Columbia","AR",2,0,24552,1557326,8.14597588791137e-05,0,8.14597588791137,0
"199","05027","219","Columbia AR","LA- SHREVEPORT",1596,0.065,"Columbia","AR",2,0,24552,694588,8.14597588791137e-05,0,8.14597588791137,0
"200","05029","019","Conway AR","AR- LITTLE ROCK",21273,1,"Conway","AR",3,1,21273,1557326,0.000141023833027782,4.70079443425939e-05,14.1023833027782,4.70079443425939
"201","05031","018","Craighead AR","AR- JONESBORO",96443,1,"Craighead","AR",13,0,96443,238432,0.000134794645541926,0,13.4794645541926,0
"202","05033","016","Crawford AR","AR- FORT SMITH",61948,1,"Crawford","AR",3,0,61948,376522,4.84277135662168e-05,0,4.84277135662168,0
"203","05035","379","Crittenden AR","TN- MEMPHIS",50902,1,"Crittenden","AR",31,0,50902,1816203,0.000609013398294762,0,60.9013398294762,0
"204","05037","379","Cross AR","TN- MEMPHIS",17205,0.963,"Cross","AR",2,0,17870,1816203,0.000111919418019026,0,11.1919418019026,0
"205","05037","018","Cross AR","AR- JONESBORO",498,0.028,"Cross","AR",2,0,17870,238432,0.000111919418019026,0,11.1919418019026,0
"206","05037","019","Cross AR","AR- LITTLE ROCK",167,0.009,"Cross","AR",2,0,17870,1557326,0.000111919418019026,0,11.1919418019026,0
"207","05039","019","Dallas AR","AR- LITTLE ROCK",8116,1,"0","0",0,0,8116,1557326,0,0,0,0
"208","05041","019","Desha AR","AR- LITTLE ROCK",12934,0.994,"Desha","AR",2,0,13008,1557326,0.000153751537515375,0,15.3751537515375,0
"209","05041","379","Desha AR","TN- MEMPHIS",74,0.006,"Desha","AR",2,0,13008,1816203,0.000153751537515375,0,15.3751537515375,0
"210","05043","019","Drew AR","AR- LITTLE ROCK",18509,1,"Drew","AR",3,0,18509,1557326,0.000162083310821762,0,16.2083310821762,0
"211","05045","019","Faulkner AR","AR- LITTLE ROCK",113237,1,"Faulkner","AR",36,0,113237,1557326,0.00031791728851877,0,31.791728851877,0
"212","05047","016","Franklin AR","AR- FORT SMITH",18125,1,"0","0",0,0,18125,376522,0,0,0,0
"213","05049","019","Fulton AR","AR- LITTLE ROCK",4696,0.384,"0","0",0,0,12245,1557326,0,0,0,0
"214","05049","270","Fulton AR","MO- SPRINGFIELD",7549,0.616,"0","0",0,0,12245,865127,0,0,0,0
"215","05051","019","Garland AR","AR- LITTLE ROCK",96024,1,"Garland","AR",33,0,96024,1557326,0.000343664083979005,0,34.3664083979005,0
"216","05053","019","Grant AR","AR- LITTLE ROCK",17853,1,"Grant","AR",3,0,17853,1557326,0.00016803898504453,0,16.803898504453,0
"217","05055","018","Greene AR","AR- JONESBORO",42090,1,"Greene","AR",4,0,42090,238432,9.50344499881207e-05,0,9.50344499881207,0
"218","05057","022","Hempstead AR","AR- TEXARKANA",22609,1,"Hempstead","AR",1,0,22609,263672,4.42301738245831e-05,0,4.42301738245831,0
"219","05059","019","Hot Spring AR","AR- LITTLE ROCK",32923,1,"Hot Spring","AR",4,0,32923,1557326,0.000121495610971054,0,12.1495610971054,0
"220","05061","022","Howard AR","AR- TEXARKANA",13789,1,"Howard","AR",4,0,13789,263672,0.000290086300674451,0,29.0086300674451,0
"221","05063","019","Independence AR","AR- LITTLE ROCK",36647,1,"Independence","AR",4,0,36647,1557326,0.000109149452888367,0,10.9149452888367,0
"222","05065","019","Izard AR","AR- LITTLE ROCK",13696,1,"0","0",0,0,13696,1557326,0,0,0,0
"223","05067","019","Jackson AR","AR- LITTLE ROCK",17997,1,"0","0",0,0,17997,1557326,0,0,0,0
"224","05069","019","Jefferson AR","AR- LITTLE ROCK",77435,1,"Jefferson","AR",49,0,77435,1557326,0.000632788790598567,0,63.2788790598567,0
"225","05071","019","Johnson AR","AR- LITTLE ROCK",25540,1,"Johnson","AR",6,0,25540,1557326,0.000234925606891151,0,23.4925606891151,0
"226","05073","019","Lafayette AR","AR- LITTLE ROCK",3159,0.413,"0","0",0,0,7645,1557326,0,0,0,0
"227","05073","022","Lafayette AR","AR- TEXARKANA",4486,0.587,"0","0",0,0,7645,263672,0,0,0,0
"228","05075","018","Lawrence AR","AR- JONESBORO",16457,0.945,"Lawrence","AR",2,0,17415,238432,0.000114843525696239,0,11.4843525696239,0
"229","05075","019","Lawrence AR","AR- LITTLE ROCK",958,0.055,"Lawrence","AR",2,0,17415,1557326,0.000114843525696239,0,11.4843525696239,0
"230","05077","379","Lee AR","TN- MEMPHIS",10424,1,"Lee","AR",1,0,10424,1816203,9.59324635456639e-05,0,9.59324635456639,0
"231","05079","019","Lincoln AR","AR- LITTLE ROCK",14134,1,"Lincoln","AR",6,0,14134,1557326,0.000424508277911419,0,42.4508277911419,0
"232","05081","022","Little River AR","AR- TEXARKANA",13171,1,"0","0",0,0,13171,263672,0,0,0,0
"233","05083","016","Logan AR","AR- FORT SMITH",21609,0.967,"0","0",0,0,22353,376522,0,0,0,0
"234","05083","019","Logan AR","AR- LITTLE ROCK",744,0.033,"0","0",0,0,22353,1557326,0,0,0,0
"235","05085","019","Lonoke AR","AR- LITTLE ROCK",68356,1,"Lonoke","AR",6,0,68356,1557326,8.77757621862017e-05,0,8.77757621862017,0
"236","05087","021","Madison AR","AR- SPRINGDALE",15717,1,"0","0",0,0,15717,535647,0,0,0,0
"237","05089","021","Marion AR","AR- SPRINGDALE",1305,0.078,"0","0",0,0,16653,535647,0,0,0,0
"238","05089","270","Marion AR","MO- SPRINGFIELD",15348,0.922,"0","0",0,0,16653,865127,0,0,0,0
"239","05091","022","Miller AR","AR- TEXARKANA",43462,1,"Miller","AR",7,0,43462,263672,0.000161060236528462,0,16.1060236528462,0
"240","05093","018","Mississippi AR","AR- JONESBORO",7663,0.165,"0","0",0,0,46480,238432,0,0,0,0
"241","05093","379","Mississippi AR","TN- MEMPHIS",38817,0.835,"0","0",0,0,46480,1816203,0,0,0,0
"242","05095","019","Monroe AR","AR- LITTLE ROCK",8149,1,"0","0",0,0,8149,1557326,0,0,0,0
"243","05097","019","Montgomery AR","AR- LITTLE ROCK",9487,1,"0","0",0,0,9487,1557326,0,0,0,0
"244","05099","022","Nevada AR","AR- TEXARKANA",8997,1,"Nevada","AR",1,0,8997,263672,0.000111148160497944,0,11.1148160497944,0
"245","05101","021","Newton AR","AR- SPRINGDALE",8330,1,"Newton","AR",1,0,8330,535647,0.000120048019207683,0,12.0048019207683,0
"246","05103","019","Ouachita AR","AR- LITTLE ROCK",26120,1,"0","0",0,0,26120,1557326,0,0,0,0
"247","05105","019","Perry AR","AR- LITTLE ROCK",10445,1,"Perry","AR",2,0,10445,1557326,0.00019147917663954,0,19.147917663954,0
"248","05107","379","Phillips AR","TN- MEMPHIS",21757,1,"0","0",0,0,21757,1816203,0,0,0,0
"249","05109","019","Pike AR","AR- LITTLE ROCK",10884,0.964,"Pike","AR",2,0,11291,1557326,0.000177132229209105,0,17.7132229209105,0
"250","05109","022","Pike AR","AR- TEXARKANA",407,0.036,"Pike","AR",2,0,11291,263672,0.000177132229209105,0,17.7132229209105,0
"251","05111","379","Poinsett AR","TN- MEMPHIS",998,0.041,"Poinsett","AR",5,0,24583,1816203,0.00020339258837408,0,20.339258837408,0
"252","05111","018","Poinsett AR","AR- JONESBORO",23585,0.959,"Poinsett","AR",5,0,24583,238432,0.00020339258837408,0,20.339258837408,0
"253","05113","016","Polk AR","AR- FORT SMITH",18192,0.88,"Polk","AR",5,0,20662,376522,0.000241990126802826,0,24.1990126802826,0
"254","05113","022","Polk AR","AR- TEXARKANA",2470,0.12,"Polk","AR",5,0,20662,263672,0.000241990126802826,0,24.1990126802826,0
"255","05115","019","Pope AR","AR- LITTLE ROCK",61754,1,"Pope","AR",6,0,61754,1557326,9.71596981572044e-05,0,9.71596981572044,0
"256","05117","019","Prairie AR","AR- LITTLE ROCK",8715,1,"0","0",0,0,8715,1557326,0,0,0,0
"257","05119","019","Pulaski AR","AR- LITTLE ROCK",382748,1,"Pulaski","AR",113,4,382748,1557326,0.000295233417287615,1.04507404349598e-05,29.5233417287615,1.04507404349598
"258","05121","018","Randolph AR","AR- JONESBORO",17969,1,"Randolph","AR",3,0,17969,238432,0.000166954198898102,0,16.6954198898102,0
"259","05123","379","St. Francis AR","TN- MEMPHIS",28258,1,"St. Francis","AR",2,0,28258,1816203,7.07764172977564e-05,0,7.07764172977564,0
"260","05125","019","Saline AR","AR- LITTLE ROCK",107118,1,"Saline","AR",14,0,107118,1557326,0.000130696988367968,0,13.0696988367968,0
"261","05127","016","Scott AR","AR- FORT SMITH",11233,1,"Scott","AR",1,0,11233,376522,8.90234131576605e-05,0,8.90234131576605,0
"262","05129","021","Searcy AR","AR- SPRINGDALE",5320,0.649,"Searcy","AR",4,0,8195,535647,0.00048810250152532,0,48.810250152532,0
"263","05129","270","Searcy AR","MO- SPRINGFIELD",1021,0.125,"Searcy","AR",4,0,8195,865127,0.00048810250152532,0,48.810250152532,0
"264","05129","019","Searcy AR","AR- LITTLE ROCK",1854,0.226,"Searcy","AR",4,0,8195,1557326,0.00048810250152532,0,48.810250152532,0
"265","05131","016","Sebastian AR","AR- FORT SMITH",125744,1,"Sebastian","AR",8,0,125744,376522,6.36213258684311e-05,0,6.36213258684311,0
"266","05133","022","Sevier AR","AR- TEXARKANA",17058,1,"Sevier","AR",3,0,17058,263672,0.000175870559268378,0,17.5870559268378,0
"267","05135","018","Sharp AR","AR- JONESBORO",354,0.021,"0","0",0,0,17264,238432,0,0,0,0
"268","05135","019","Sharp AR","AR- LITTLE ROCK",16908,0.979,"0","0",0,0,17264,1557326,0,0,0,0
"269","05135","270","Sharp AR","MO- SPRINGFIELD",2,0,"0","0",0,0,17264,865127,0,0,0,0
"270","05137","019","Stone AR","AR- LITTLE ROCK",12394,1,"Stone","AR",5,0,12394,1557326,0.000403421010166209,0,40.3421010166209,0
"271","05139","019","Union AR","AR- LITTLE ROCK",41639,1,"Union","AR",9,0,41639,1557326,0.000216143519296813,0,21.6143519296813,0
"272","05141","019","Van Buren AR","AR- LITTLE ROCK",17295,1,"Van Buren","AR",20,1,17295,1557326,0.00115640358485111,5.78201792425557e-05,115.640358485111,5.78201792425557
"273","05143","021","Washington AR","AR- SPRINGDALE",203065,1,"Washington","AR",22,0,203065,535647,0.000108339694186591,0,10.8339694186591,0
"274","05145","019","White AR","AR- LITTLE ROCK",77076,1,"White","AR",15,0,77076,1557326,0.000194613109139032,0,19.4613109139032,0
"275","05147","019","Woodruff AR","AR- LITTLE ROCK",7260,1,"Woodruff","AR",1,0,7260,1557326,0.000137741046831956,0,13.7741046831956,0
"276","05149","019","Yell AR","AR- LITTLE ROCK",22185,1,"0","0",0,0,22185,1557326,0,0,0,0
"277","06001","033","Alameda CA","CA- CONTRA COSTA CO.",141,0,"Alameda","CA",380,8,1510271,1042954,0.000251610472557574,5.29706258015945e-06,25.1610472557574,0.529706258015946
"278","06001","065","Alameda CA","CA- ALAMEDA CO.",1510130,1,"Alameda","CA",380,8,1510271,1538029,0.000251610472557574,5.29706258015945e-06,25.1610472557574,0.529706258015946
"279","06003","280","Alpine CA","NV- RENO",958,0.815,"Alpine","CA",1,0,1175,758460,0.000851063829787234,0,85.1063829787234,0
"280","06003","091","Alpine CA","CA- STOCKTON",121,0.103,"Alpine","CA",1,0,1175,596968,0.000851063829787234,0,85.1063829787234,0
"281","06003","077","Alpine CA","CA- SACRAMENTO",96,0.082,"Alpine","CA",1,0,1175,2589156,0.000851063829787234,0,85.1063829787234,0
"282","06005","077","Amador CA","CA- SACRAMENTO",38091,1,"Amador","CA",3,1,38091,2589156,7.87587619122627e-05,2.62529206374209e-05,7.87587619122627,2.62529206374209
"283","06007","031","Butte CA","CA- CHICO",205510,0.934,"Butte","CA",8,0,220000,300672,3.63636363636364e-05,0,3.63636363636364,0
"284","06007","077","Butte CA","CA- SACRAMENTO",14490,0.066,"Butte","CA",8,0,220000,2589156,3.63636363636364e-05,0,3.63636363636364,0
"285","06009","058","Calaveras CA","CA- MODESTO",4012,0.088,"Calaveras","CA",3,0,45578,901093,6.58212295405678e-05,0,6.58212295405678,0
"286","06009","091","Calaveras CA","CA- STOCKTON",39741,0.872,"Calaveras","CA",3,0,45578,596968,6.58212295405678e-05,0,6.58212295405678,0
"287","06009","077","Calaveras CA","CA- SACRAMENTO",1825,0.04,"Calaveras","CA",3,0,45578,2589156,6.58212295405678e-05,0,6.58212295405678,0
"288","06011","077","Colusa CA","CA- SACRAMENTO",20470,0.956,"Colusa","CA",1,0,21419,2589156,4.66875204257902e-05,0,4.66875204257902,0
"289","06011","031","Colusa CA","CA- CHICO",949,0.044,"Colusa","CA",1,0,21419,300672,4.66875204257902e-05,0,4.66875204257902,0
"290","06013","081","Contra Costa CA","CA- SAN FRANCISCO",218799,0.209,"Contra Costa","CA",250,3,1049025,1438721,0.000238316532017826,2.85979838421391e-06,23.8316532017826,0.285979838421391
"291","06013","065","Contra Costa CA","CA- ALAMEDA CO.",27616,0.026,"Contra Costa","CA",250,3,1049025,1538029,0.000238316532017826,2.85979838421391e-06,23.8316532017826,0.285979838421391
"292","06013","033","Contra Costa CA","CA- CONTRA COSTA CO.",802610,0.765,"Contra Costa","CA",250,3,1049025,1042954,0.000238316532017826,2.85979838421391e-06,23.8316532017826,0.285979838421391
"293","06015","343","Del Norte CA","OR- MEDFORD",28610,1,"0","0",0,0,28610,434585,0,0,0,0
"294","06017","077","El Dorado CA","CA- SACRAMENTO",180275,0.996,"El Dorado","CA",18,0,181058,2589156,9.94156568613373e-05,0,9.94156568613372,0
"295","06017","280","El Dorado CA","NV- RENO",783,0.004,"El Dorado","CA",18,0,181058,758460,9.94156568613373e-05,0,9.94156568613372,0
"296","06019","043","Fresno CA","CA- FRESNO",929980,0.999,"Fresno","CA",82,0,930450,1244650,8.81293997528078e-05,0,8.81293997528078,0
"297","06019","058","Fresno CA","CA- MODESTO",470,0.001,"Fresno","CA",82,0,930450,901093,8.81293997528078e-05,0,8.81293997528078,0
"298","06021","031","Glenn CA","CA- CHICO",28083,0.999,"Glenn","CA",2,0,28122,300672,7.1118697105469e-05,0,7.1118697105469,0
"299","06021","077","Glenn CA","CA- SACRAMENTO",39,0.001,"Glenn","CA",2,0,28122,2589156,7.1118697105469e-05,0,7.1118697105469,0
"300","06023","062","Humboldt CA","CA- NAPA",8435,0.063,"Humboldt","CA",27,0,134623,274114,0.000200560082601041,0,20.0560082601041,0
"301","06023","073","Humboldt CA","CA- REDDING",126188,0.937,"Humboldt","CA",27,0,134623,341901,0.000200560082601041,0,20.0560082601041,0
"302","06025","080","Imperial CA","CA- SAN DIEGO",171043,0.98,"Imperial","CA",43,0,174528,3720182,0.000246378804547121,0,24.6378804547121,0
"303","06025","012","Imperial CA","AZ- PHOENIX",3485,0.02,"Imperial","CA",43,0,174528,3373124,0.000246378804547121,0,24.6378804547121,0
"304","06027","079","Inyo CA","CA- SAN BERNARDINO",346,0.019,"Inyo","CA",9,0,18546,3116736,0.00048527984471045,0,48.527984471045,0
"305","06027","280","Inyo CA","NV- RENO",15164,0.818,"Inyo","CA",9,0,18546,758460,0.00048527984471045,0,48.527984471045,0
"306","06027","279","Inyo CA","NV- LAS VEGAS",3036,0.164,"Inyo","CA",9,0,18546,2064056,0.00048527984471045,0,48.527984471045,0
"307","06029","056","Kern CA","CA- LOS ANGELES",52408,0.062,"Kern","CA",110,1,839631,9867438,0.000131009931743826,1.19099937948932e-06,13.1009931743826,0.119099937948932
"308","06029","025","Kern CA","CA- BAKERSFIELD",752229,0.896,"Kern","CA",110,1,839631,1161370,0.000131009931743826,1.19099937948932e-06,13.1009931743826,0.119099937948932
"309","06029","079","Kern CA","CA- SAN BERNARDINO",34994,0.042,"Kern","CA",110,1,839631,3116736,0.000131009931743826,1.19099937948932e-06,13.1009931743826,0.119099937948932
"310","06031","043","Kings CA","CA- FRESNO",152982,1,"Kings","CA",4,0,152982,1244650,2.61468669516675e-05,0,2.61468669516675,0
"311","06033","031","Lake CA","CA- CHICO",2,0,"0","0",0,0,64665,300672,0,0,0,0
"312","06033","062","Lake CA","CA- NAPA",64663,1,"0","0",0,0,64665,274114,0,0,0,0
"313","06035","031","Lassen CA","CA- CHICO",421,0.012,"0","0",0,0,34895,300672,0,0,0,0
"314","06035","073","Lassen CA","CA- REDDING",1487,0.043,"0","0",0,0,34895,341901,0,0,0,0
"315","06035","280","Lassen CA","NV- RENO",32987,0.945,"0","0",0,0,34895,758460,0,0,0,0
"316","06037","056","Los Angeles CA","CA- LOS ANGELES",9771291,0.995,"Los Angeles","CA",3518,65,9818605,9867438,0.000358299371448388,6.62008503244606e-06,35.8299371448388,0.662008503244606
"317","06037","023","Los Angeles CA","CA- ORANGE CO.",9445,0.001,"Los Angeles","CA",3518,65,9818605,3304821,0.000358299371448388,6.62008503244606e-06,35.8299371448388,0.662008503244606
"318","06037","096","Los Angeles CA","CA- VENTURA",37869,0.004,"Los Angeles","CA",3518,65,9818605,857707,0.000358299371448388,6.62008503244606e-06,35.8299371448388,0.662008503244606
"319","06039","058","Madera CA","CA- MODESTO",23823,0.158,"Madera","CA",23,1,150865,901093,0.0001524541808902,6.62844264739999e-06,15.24541808902,0.662844264739999
"320","06039","043","Madera CA","CA- FRESNO",127042,0.842,"Madera","CA",23,1,150865,1244650,0.0001524541808902,6.62844264739999e-06,15.24541808902,0.662844264739999
"321","06041","081","Marin CA","CA- SAN FRANCISCO",250671,0.993,"Marin","CA",108,4,252409,1438721,0.000427876977445337,1.58472954609384e-05,42.7876977445337,1.58472954609384
"322","06041","089","Marin CA","CA- SANTA ROSA",1738,0.007,"Marin","CA",108,4,252409,489750,0.000427876977445337,1.58472954609384e-05,42.7876977445337,1.58472954609384
"323","06043","043","Mariposa CA","CA- FRESNO",1502,0.082,"0","0",0,0,18251,1244650,0,0,0,0
"324","06043","058","Mariposa CA","CA- MODESTO",16749,0.918,"0","0",0,0,18251,901093,0,0,0,0
"325","06045","062","Mendocino CA","CA- NAPA",83735,0.953,"Mendocino","CA",4,0,87841,274114,4.55368222128619e-05,0,4.55368222128619,0
"326","06045","089","Mendocino CA","CA- SANTA ROSA",4106,0.047,"Mendocino","CA",4,0,87841,489750,4.55368222128619e-05,0,4.55368222128619,0
"327","06047","058","Merced CA","CA- MODESTO",255793,1,"Merced","CA",10,0,255793,901093,3.90941112540218e-05,0,3.90941112540218,0
"328","06049","073","Modoc CA","CA- REDDING",828,0.085,"0","0",0,0,9686,341901,0,0,0,0
"329","06049","280","Modoc CA","NV- RENO",7124,0.735,"0","0",0,0,9686,758460,0,0,0,0
"330","06049","343","Modoc CA","OR- MEDFORD",1734,0.179,"0","0",0,0,9686,434585,0,0,0,0
"331","06051","280","Mono CA","NV- RENO",14202,1,"Mono","CA",13,1,14202,758460,0.000915364033234756,7.0412617941135e-05,91.5364033234756,7.0412617941135
"332","06053","083","Monterey CA","CA- SAN LUIS OBISPO",848,0.002,"Monterey","CA",42,2,415057,251067,0.0001011909207651,4.81861527452856e-06,10.11909207651,0.481861527452856
"333","06053","087","Monterey CA","CA- SANTA CRUZ",17530,0.042,"Monterey","CA",42,2,415057,275890,0.0001011909207651,4.81861527452856e-06,10.11909207651,0.481861527452856
"334","06053","078","Monterey CA","CA- SALINAS",396679,0.956,"Monterey","CA",42,2,415057,396679,0.0001011909207651,4.81861527452856e-06,10.11909207651,0.481861527452856
"335","06055","089","Napa CA","CA- SANTA ROSA",28,0,"Napa","CA",19,1,136484,489750,0.000139210456903373,7.32686615280912e-06,13.9210456903373,0.732686615280912
