"","hrr","hrrname","hrrpop","hrrcaserate","hrrdeathrate","hrrcaserate100k","hrrdeathrate100k","date","hrrcases","hrrdeaths","casegrowthrate","deathgrowthrate"
"20691","156","IL- CHICAGO",2586419,0.000503015106816115,5.3901350902607e-06,50.3015106816115,0.53901350902607,2020-03-28,1301.00782955623,13.941147810017,1.13239610690561,1.26038500506586
"20692","158","IL- ELGIN",801491,0.000279225526732283,6.02766517948163e-06,27.9225526732283,0.602766517948163,2020-03-28,223.796746646185,4.83111939236791,1.13762308213416,1.20912130402449
"20693","179","IN- EVANSVILLE",682402,4.39000900418493e-05,8.65130203919647e-09,4.39000900418493,0.000865130203919647,2020-03-28,29.957509244738,0.00590366581415175,1.20923780424829,49.7532233109851
"20694","154","IL- AURORA",343756,0.000147209088891675,5.1115318029973e-06,14.7209088891675,0.51115318029973,2020-03-28,50.6040075610466,1.75711972647114,1.15784009382292,1.14537418792552
"20695","175","IL- BLOOMINGTON",205021,5.74494269365862e-05,4.82381819609881e-06,5.74494269365862,0.482381819609881,2020-03-28,11.7783389599658,0.988984030382375,1.16601253936656,1
"20696","194","IA- IOWA CITY",345868,0.000251772482651119,0,25.1772482651119,0,2020-03-28,87.0800450295772,0,1.19685725784024,1.13480279263606
"20697","193","IA- DUBUQUE",157341,8.60923591965863e-05,6.3556225014459e-06,8.60923591965863,0.63556225014459,2020-03-28,13.5458578883501,1,1.08301073080567,1.07664817997188
"20698","208","KY- PADUCAH",370644,2.43694960457276e-05,2.68207858264493e-06,2.43694960457276,0.268207858264493,2020-03-28,9.03240749237266,0.994096334185848,1.4000559081072,1.68070955026487
"20699","451","WI- MILWAUKEE",2711686,0.000340502395283001,5.21548959514828e-06,34.0502395283001,0.521548959514828,2020-03-28,923.33557825538,14.1427701183093,1.10474819194907,1.23144050230502
"20700","264","MO- COLUMBIA",707702,0.000126368994058008,2.75241377349555e-06,12.6368994058008,0.275241377349555,2020-03-28,89.4315898328401,1.94788873233035,1.04488881166737,1.04846083276156
"20701","180","IN- FORT WAYNE",866605,4.58245250279296e-05,1.15392826028006e-06,4.58245250279296,0.115392826028006,2020-03-28,39.7117625118289,1,1.17474984917108,1.55458347881088
"20702","183","IN- INDIANAPOLIS",2852404,0.000322836623530544,7.11169852322413e-06,32.2836623530544,0.711169852322413,2020-03-28,920.860476305018,20.2854373144386,1.13625340534772,1.30463713384245
"20703","184","IN- LAFAYETTE",242737,6.62236413276769e-05,5.89155897348638e-06,6.62236413276769,0.589155897348638,2020-03-28,16.0749280249563,1.43009935054716,1.08484034605158,1.02823462812485
"20704","185","IN- MUNCIE",168738,5.39515821004228e-05,5.92634735507117e-06,5.39515821004228,0.592634735507117,2020-03-28,9.10368206046114,1,1.13489613470062,1.0307990817485
"20705","205","KY- LOUISVILLE",1761589,9.7267381374494e-05,2.83834651556067e-06,9.7267381374494,0.283834651556067,2020-03-28,171.345149088113,5,1.16040923514674,1.35758984847978
"20706","327","OH- CINCINNATI",1674091,9.04621884410002e-05,1.62089063873197e-06,9.04621884410002,0.162089063873197,2020-03-28,151.441935509382,2.71351843028544,1.16403266985685,1.21300586906635
"20707","187","IN- SOUTH BEND",696079,8.04590404757554e-05,1.43661854473415e-06,8.04590404757554,0.143661854473415,2020-03-28,56.0058484353233,1,1.16966227176378,1.07681558088559
"20708","181","IN- GARY",529009,9.78377708999909e-05,2.07103590334698e-06,9.78377708999909,0.207103590334698,2020-03-28,51.7570613460333,1.09559663219368,1.17854611487212,1.29569235976937
"20709","207","KY- OWENSBORO",145260,0.000137983093909116,0,13.7983093909116,0,2020-03-28,20.0434242212383,0,1.1520958870256,1.06159599502376
"20710","238","MI- KALAMAZOO",669114,5.43873224148015e-05,0,5.43873224148015,0,2020-03-28,36.3913188502575,0,1.1735923418312,1.3429038124175
"20711","192","IA- DES MOINES",1091747,7.81223470110151e-05,9.01919072922917e-07,7.81223470110151,0.0901919072922917,2020-03-28,85.2898379822347,0.984667442106376,1.08437545169935,1.45743424416021
"20712","278","NE- OMAHA",1302233,9.74392906112533e-05,1.53582346630749e-06,9.74392906112533,0.153582346630749,2020-03-28,126.888659730564,2,1.13721858000457,1.36193372537191
"20713","448","WI- LA CROSSE",356614,8.80650486896195e-05,2.80415238885742e-06,8.80650486896195,0.280415238885742,2020-03-28,31.4052292734,1,1.08282026299514,1.30037053458094
"20714","190","IA- CEDAR RAPIDS",301530,0.000150688848409348,5.08491954154604e-08,15.0688848409348,0.00508491954154604,2020-03-28,45.4372084608708,0.0153325578936238,1.13092720067191,1.32351297244534
"20715","197","IA- WATERLOO",213653,5.59398145082371e-05,0,5.59398145082371,0,2020-03-28,11.9517091891284,0,1.32237366839781,Inf
"20716","196","IA- SIOUX CITY",263271,2.07135528742827e-05,0,2.07135528742827,0,2020-03-28,5.45327777876528,0,1.09748320242643,NA
"20717","371","SD- SIOUX FALLS",773673,8.80693783905623e-05,1.3129409300526e-06,8.80693783905623,0.13129409300526,2020-03-28,68.1369001875615,1.01578694817658,1.27571994336932,1.28349405802285
"20718","195","IA- MASON CITY",132160,6.60213782805407e-05,0,6.60213782805407,0,2020-03-28,8.72538535355626,0,1.05896756608875,NA
"20719","253","MN- ROCHESTER",416752,0.000168991677067245,0,16.8991677067245,0,2020-03-28,70.4276194011285,0,1.09718311166783,1.06009284398574
"20720","251","MN- MINNEAPOLIS",3233450,8.48914294177651e-05,9.79380637993957e-07,8.48914294177651,0.0979380637993957,2020-03-28,274.492192450873,3.16677832392156,1.08952308978742,1.2601842667101
"20721","200","KS- TOPEKA",457565,6.54514168934009e-05,2.18548184410958e-06,6.54514168934009,0.218548184410958,2020-03-28,29.948277570829,1,1.14757174031247,1.04761904761905
"20722","340","OK- TULSA",1369583,0.000106978716524106,4.40500931899309e-06,10.6978716524106,0.440500931899309,2020-03-28,146.516231513234,6.03302587813451,1.1175511239306,1.22497147282951
"20723","277","NE- LINCOLN",580765,2.27150793415743e-05,0,2.27150793415743,0,2020-03-28,13.1921230538094,0,1.37652775184661,1.1342974719465
"20724","383","TX- AMARILLO",444214,1.81850207828804e-05,2.25116723020886e-06,1.81850207828804,0.225116723020886,2020-03-28,8.07804082204645,1,1.33043924537445,1.57268667824361
"20725","380","TN- NASHVILLE",2782462,0.000270543372608117,7.18787893599266e-07,27.0543372608117,0.0718787893599266,2020-03-28,752.776653633926,2,1.08144440343933,1.2214241506367
"20726","204","KY- LEXINGTON",1514499,8.70260326555324e-05,1.98085307418493e-06,8.70260326555324,0.198085307418493,2020-03-28,131.800839430771,3,1.08655356797143,1.00081138274106
"20727","377","TN- KNOXVILLE",1379484,6.78443613385444e-05,0,6.78443613385444,0,2020-03-28,93.5902109567405,0,1.09072533225997,1.476703556027
"20728","203","KY- COVINGTON",416762,6.28345365099159e-05,2.39945100560992e-06,6.28345365099159,0.239945100560992,2020-03-28,26.1870471049456,1,1.42799238724806,1.32143182980005
"20729","444","WV- HUNTINGTON",356456,1.15812929618115e-05,0,1.15812929618115,0,2020-03-28,4.12822136399546,0,1.47787797293814,1.14118482931285
"20730","329","OH- COLUMBUS",3018306,0.000106559955440284,9.93935008577659e-07,10.6559955440284,0.0993935008577659,2020-03-28,321.630552865142,3,1.12529757004191,1.17298350998658
"20731","376","TN- KINGSPORT",479601,2.28428067879022e-05,0,2.28428067879022,0,2020-03-28,10.9554329782847,0,1.2687197298178,1
"20732","443","WV- CHARLESTON",839828,4.68855112927531e-05,0,4.68855112927531,0,2020-03-28,39.3757651779703,0,1.1551794600278,1.02927472106767
"20733","213","LA- LAFAYETTE",614128,0.000159591613299924,9.63480800109775e-06,15.9591613299924,0.963480800109775,2020-03-28,98.0096782926555,5.91700536809816,1.06253008624002,1.28090742311594
"20734","209","LA- ALEXANDRIA",287731,0.000206077240826311,6.95093681250891e-06,20.6077240826311,0.695093681250891,2020-03-28,59.2948105801953,2,1.13264539865831,1.02184302381187
"20735","214","LA- LAKE CHARLES",283234,0.000127614101739477,3.53064956890769e-06,12.7614101739477,0.353064956890769,2020-03-28,36.144652492079,1,1.13543774770883,1.42752056276313
"20736","210","LA- BATON ROUGE",947505,0.000363103099398252,8.6934927643991e-06,36.3103099398252,0.86934927643991,2020-03-28,344.04200219534,8.23712786173197,1.23930831150251,1.25900253320255
"20737","212","LA- HOUMA",271510,0.000339301337013773,1.6003385456352e-05,33.9301337013773,1.6003385456352,2020-03-28,92.1237060126095,4.34507918525414,1.18408866252276,1.51007807361449
"20738","217","LA- MONROE",271497,0.000176639148935742,3.68172448780531e-06,17.6639148935742,0.368172448780531,2020-03-28,47.9569990186072,0.999577153265678,1.29993408599554,2.30204993565817
"20739","259","MS- JACKSON",1075145,0.000230133710972745,2.8202574552696e-06,23.0133710972745,0.28202574552696,2020-03-28,247.427108683791,3.03218570174583,1.12867446630582,1.30129289289532
"20740","216","LA- METAIRIE",458580,0.00114840382637851,4.32327279373051e-05,114.840382637851,4.32327279373051,2020-03-28,526.635026700658,19.8256643774894,1.12340017868748,1.15918687644352
"20741","218","LA- NEW ORLEANS",657841,0.00268453407949141,0.00013490157841578,268.453407949141,13.490157841578,2020-03-28,1765.99658338671,88.7437892466152,1.09328943090805,1.09057670178722
"20742","220","LA- SLIDELL",192108,0.000461430920178807,9.4569862830063e-06,46.1430920178807,0.94569862830063,2020-03-28,88.6445712137103,1.81676272085578,1.11991129408707,1.37728222902543
"20743","222","ME- PORTLAND",1070795,0.000198356822491757,9.33885571000985e-07,19.8356822491757,0.0933885571000985,2020-03-28,212.399493740061,1,1.05058285616592,1.10556093946314
"20744","221","ME- BANGOR",400665,2.85034970202588e-05,0,2.85034970202588,0,2020-03-28,11.420353633622,0,1.15091426742453,30.3858212305324
"20745","281","NH- LEBANON",396748,0.000151078621240352,2.52049159668102e-06,15.1078621240352,0.252049159668102,2020-03-28,59.9401408198672,1,1.0648469151661,1.27685670382104
"20746","223","MD- BALTIMORE",2523788,0.000186052336293307,1.4159087077159e-06,18.6052336293307,0.14159087077159,2020-03-28,469.556653709012,3.57345340562891,1.17792609367197,1.48920305912334
"20747","363","PA- YORK",440053,8.43999442486777e-05,5.64564393423938e-12,8.43999442486777,5.64564393423938e-07,2020-03-28,37.1404486664633,2.48438255019384e-06,1.24708976072778,1.35950323520413
"20748","352","PA- HARRISBURG",1027704,7.62819083633929e-05,9.73042821668496e-07,7.62819083633929,0.0973042821668496,2020-03-28,78.3952223526923,1,1.27260187918606,1.10375652342266
"20749","445","WV- MORGANTOWN",404313,0.000125295959433529,0,12.5295959433529,0,2020-03-28,50.6587852464485,0,1.13736424798525,1.41575877405196
"20750","227","MA- BOSTON",4826221,0.000657638329596582,4.87592696506591e-06,65.7638329596582,0.487592696506591,2020-03-28,3173.90791670394,23.5323011132673,1.1527480455102,1.32865304016916
"20751","295","NY- ALBANY",1842850,0.000512202976735311,2.82678386146602e-06,51.2202976735311,0.282678386146602,2020-03-28,943.913255676668,5.20933863910265,1.11837825062852,1.20395859764842
"20752","231","MA- WORCESTER",808287,0.000382221113701262,6.38705260453154e-06,38.2221113701262,0.638705260453154,2020-03-28,308.944357330252,5.16257158855898,1.14657425141892,1.23045250652443
"20753","246","MI- SAGINAW",627549,6.21711196330011e-05,1.29123653941047e-06,6.21711196330011,0.129123653941047,2020-03-28,39.0154239545702,0.810314199070502,1.21562270158615,1.91342046270828
"20754","240","MI- MARQUETTE",200023,5.09559780687526e-06,0,0.509559780687526,0,2020-03-28,1.01923676012461,0,1.19556892166115,Inf
"20755","236","MI- GRAND RAPIDS",1187416,6.94159040449917e-05,2.43612432788879e-06,6.94159040449917,0.243612432788879,2020-03-28,82.4255551174878,2.8926930049244,1.11814835028968,1.51910275948557
"20756","248","MI- ST JOSEPH",142156,0.000119506216054361,0,11.9506216054361,0,2020-03-28,16.9885256494237,0,1.09931387821322,1.09163673811652
"20757","243","MI- PETOSKEY",175199,0.000121566106787162,0,12.1566106787162,0,2020-03-28,21.298260343004,0,1.11281033457439,1.26717183451282
"20758","249","MI- TRAVERSE CITY",233228,6.29176461457238e-05,0,6.29176461457238,0,2020-03-28,14.6741567752749,0,1.14421210412004,1.15430274079504
"20759","239","MI- LANSING",710382,9.01892182419696e-05,1.59546055511845e-06,9.01892182419696,0.159546055511845,2020-03-28,64.0687972331668,1.13338646006615,1.10065336218284,1.1847075601517
"20760","447","WI- GREEN BAY",510635,1.60917330851521e-05,0,1.60917330851521,0,2020-03-28,8.21700212393663,0,1.22678335217769,1.14237279476946
"20761","235","MI- FLINT",568542,0.000238492015520834,1.03290296809122e-05,23.8492015520834,1.03290296809122,2020-03-28,135.592727488246,5.87248719284516,1.14726122343163,1.56673174583248
"20762","456","WI- WAUSAU",189284,1.34795937251821e-05,4.55719579627485e-07,1.34795937251821,0.0455719579627485,2020-03-28,2.55147141867737,0.0862604249102088,1.0632455880099,1
"20763","250","MN- DULUTH",341216,4.08380454603908e-05,4.71639931032208e-06,4.08380454603908,0.471639931032208,2020-03-28,13.9345945198127,1.60931090707086,1.16785548295914,1.30893678315635
"20764","232","MI- ANN ARBOR",1401260,0.000711521683251054,1.47327987694562e-05,71.1521683251054,1.47327987694562,2020-03-28,997.026873872371,20.6444816036882,1.09632468584352,1.21190764197557
"20765","242","MI- MUSKEGON",270058,4.50446113704505e-05,7.30878582878773e-06,4.50446113704505,0.730878582878773,2020-03-28,12.1646576574811,1.97379608335076,1.11709834317999,1.21860178693636
"20766","244","MI- PONTIAC",470635,0.000846120226238047,2.5764999414621e-05,84.6120226238047,2.5764999414621,2020-03-28,398.213792675543,12.1259104995001,1.11087993830718,1.15341990608292
"20767","334","OH- TOLEDO",1000493,0.000118338531558682,1.99901448585847e-06,11.8338531558682,0.199901448585847,2020-03-28,118.396872454741,2,1.13025051884198,1.71817140184615
"20768","234","MI- DETROIT",1738617,0.00087262742927928,2.0434883447319e-05,87.262742927928,2.0434883447319,2020-03-28,1517.16488321125,35.5284357545274,1.11492315887421,1.26646638776055
"20769","245","MI- ROYAL OAK",679720,0.00081943080433086,2.50660888828152e-05,81.943080433086,2.50660888828151,2020-03-28,556.983506319772,17.0379219354271,1.11298312177247,1.16589744985933
"20770","233","MI- DEARBORN",517284,0.00126494416617742,2.50937072606154e-05,126.494416617742,2.50937072606154,2020-03-28,654.33537805692,12.9805732666002,1.10413864821308,1.24748884263727
"20771","256","MN- ST PAUL",1080676,8.00160883253174e-05,1.68175727776119e-06,8.00160883253174,0.168175727776119,2020-03-28,86.4714662670507,1.81743472790186,1.08001389328384,1.29228548423237
"20772","322","ND- FARGO MOORHEAD -MN",533993,6.18958151765922e-05,1.87268372431848e-06,6.18958151765922,0.187268372431848,2020-03-28,33.051932033594,1,1.14197197532809,1.14285714285714
"20773","323","ND- GRAND FORKS",164613,7.06378748042219e-06,0,0.706378748042219,0,2020-03-28,1.16279124851474,0,1.17361032695812,NA
"20774","254","MN- ST CLOUD",260897,2.93415373684263e-05,0,2.93415373684263,0,2020-03-28,7.65511907481031,0,1.05814660179744,NA
"20775","261","MS- OXFORD",149639,0.000209155894128227,1.33681067750929e-06,20.9155894128227,0.133681067750929,2020-03-28,31.2978788414537,0.200039012971813,1.10947924313459,1
"20776","258","MS- HATTIESBURG",306018,0.000107046697463511,3.26778163376011e-06,10.7046697463511,0.326778163376011,2020-03-28,32.7582162643887,1,1.2266993231572,1.57425665503244
"20777","257","MS- GULFPORT",201377,0.000204661317498567,5.53474944981494e-06,20.4661317498567,0.553474944981494,2020-03-28,41.214082133909,1.11457123995538,1.06479289992583,1.45043712051303
"20778","274","MT- BILLINGS",585373,0.000189855272399086,0,18.9855272399086,0,2020-03-28,111.13615037007,0,1.05470088898428,1
"20779","275","MT- GREAT FALLS",152681,8.9652442827811e-05,0,8.9652442827811,0,2020-03-28,13.688224623393,0,1.04890220070963,1
"20780","370","SD- RAPID CITY",217734,2.75565598390697e-05,0,2.75565598390697,0,2020-03-28,6,0,1.02347156532872,Inf
"20781","324","ND- MINOT",125908,0.000111291548198122,0,11.1291548198122,0,2020-03-28,14.0124962505292,0,1.05943522344039,1
"20782","282","NH- MANCHESTER",894248,0.00017548231362329,2.19158714370934e-06,17.548231362329,0.219158714370934,2020-03-28,156.924707992999,1.95982242008779,1.09789586344048,1.31696400318072
"20783","283","NJ- CAMDEN",2827593,0.000600233684122216,8.61499219990952e-06,60.0233684122216,0.861499219990952,2020-03-28,1697.21656358819,24.3596916395188,1.16150977241615,1.23099597864416
"20784","291","NJ- PATERSON",393185,0.0012156205160912,1.64202338830318e-05,121.56205160912,1.64202338830318,2020-03-28,477.963752619317,6.45618965929986,1.17537123838859,1.2846889030135
"20785","284","NJ- HACKENSACK",1278413,0.00231750174365778,2.7813646225634e-05,231.750174365778,2.7813646225634,2020-03-28,2962.72435661477,35.5573269122514,1.1260951668917,1.28060737611135
"20786","292","NJ- RIDGEWOOD",463288,0.00341497532499815,2.59071982083454e-05,341.497532499815,2.59071982083454,2020-03-28,1582.11708836774,12.0024940435479,1.10974733983699,1.29328392112516
"20787","285","NJ- MORRISTOWN",1028075,0.000948918851952931,1.97475812767274e-05,94.8918851952931,1.97475812767274,2020-03-28,975.559748721509,20.3019946210716,1.16751873334348,1.32219244644438
"20788","346","PA- ALLENTOWN",1233349,0.000355170271170866,9.1892609228618e-06,35.5170271170866,0.91892609228618,2020-03-28,438.048898778316,11.3335657699507,1.18929788722184,1.24193194904426
"20789","288","NJ- NEW BRUNSWICK",1044234,0.000909276326821848,1.74491046191818e-05,90.9276326821848,1.74491046191818,2020-03-28,949.497255862486,18.2209483129067,1.19887763345337,1.29767447326116
"20790","400","TX- LUBBOCK",707296,8.3306921712524e-05,9.40429327434648e-07,8.33069217125241,0.0940429327434648,2020-03-28,58.9226524995814,0.665161901577217,1.13487585793466,1.27532938963276
"20791","393","TX- EL PASO",1113258,4.67097474260234e-05,0,4.67097474260234,0,2020-03-28,52,0,1.27894191700324,Inf
"20792","299","NY- BUFFALO",1378870,0.000291802379664648,4.35204197745199e-06,29.1802379664648,0.435204197745199,2020-03-28,402.357547248193,6.00090012144922,1.11510877771014,1.21031928443064
"20793","304","NY- ROCHESTER",1303270,0.000223082900817037,3.8358129002822e-06,22.3082900817037,0.38358129002822,2020-03-28,290.73725214782,4.99909987855078,1.08796730705274,1.17608492010707
"20794","296","NY- BINGHAMTON",364639,0.00012464082222186,8.22296780029783e-06,12.464082222186,0.822296780029783,2020-03-28,45.4489047741569,2.9984147557328,1.17509312063793,1.07812052288112
"20795","307","NY- SYRACUSE",1069422,0.000171117283748452,1.48233743760499e-09,17.1117283748452,0.000148233743760499,2020-03-28,182.996587820837,0.0015852442671984,1.06196036967419,1.17400326436257
"20796","351","PA- ERIE",722463,2.84046031462195e-05,1.77063778322046e-08,2.84046031462195,0.00177063778322046,2020-03-28,20.5212748028272,0.012792202847788,1.18004931433402,1.21295913834494
"20797","300","NY- ELMIRA",331145,0.000112051187990995,0,11.2051187990995,0,2020-03-28,37.1051906472782,0,1.21217109750868,1.09031118383466
"20798","359","PA- SAYRE",197463,6.38423711975757e-05,0,6.38423711975757,0,2020-03-28,12.6065061437869,0,1.2076081508946,1.43251077034202
"20799","424","VT- BURLINGTON",646114,0.000276212598783869,9.28628694007559e-06,27.6212598783869,0.928628694007559,2020-03-28,178.464827050641,6,1.10432103624093,1.3242623463961
"20800","360","PA- SCRANTON",317755,0.000217628961407973,7.26520255867073e-06,21.7628961407973,0.726520255867073,2020-03-28,69.1526906321903,2.30855443903042,1.24948189975288,1.5139696812464
"20801","312","NC- DURHAM",1366694,0.000122065474102389,5.36273478998583e-08,12.2065474102389,0.00536273478998583,2020-03-28,166.826151062891,0.0732921746106489,1.17600428320898,1.66736951933948
"20802","313","NC- GREENSBORO",627219,6.2648677241629e-05,0,6.2648677241629,0,2020-03-28,39.2944406908173,0,1.11243892194112,1.19609141788807
"20803","320","NC- WINSTON-SALEM",1137103,5.68757425709247e-05,2.74511483448374e-08,5.68757425709247,0.00274511483448375,2020-03-28,64.6735775046262,0.0312147831363597,1.12000715495097,1.25693953569644
"20804","315","NC- HICKORY",298883,4.55828089342734e-05,0,4.55828089342734,0,2020-03-28,13.6239266827024,0,1.20553567445567,1.09243086609394
"20805","311","NC- CHARLOTTE",2459473,0.000179873868803281,8.36565045378375e-07,17.9873868803281,0.0836565045378375,2020-03-28,442.394923727211,2.05750914185189,1.10440687402838,1.41938592378251
"20806","375","TN- JOHNSON CITY",277165,7.8495790060347e-05,0,7.8495790060347,0,2020-03-28,21.7562856520761,0,1.07566424921551,1
"20807","309","NC- ASHEVILLE",660204,5.12821104383453e-05,0,5.12821104383453,0,2020-03-28,33.8566544398373,0,1.13110626140445,1.18205446120272
"20808","314","NC- GREENVILLE",856416,5.05325946746101e-05,0,5.05325946746101,0,2020-03-28,43.2769226008509,0,1.15720015136803,1.39730264650152
"20809","318","NC- RALEIGH",2032974,8.90401281508705e-05,9.47728709461779e-07,8.90401281508704,0.0947728709461779,2020-03-28,181.016265487388,1.92670782538935,1.12753972127029,1.7683554485475
"20810","319","NC- WILMINGTON",449671,6.46112327235494e-05,0,6.46112327235494,0,2020-03-28,29.0537976300312,0,1.10232750859102,1.27360679464523
"20811","365","SC- CHARLESTON",1039763,0.000161990005359349,2.64897903930646e-06,16.1990005359349,0.264897903930646,2020-03-28,168.431213942453,2.7543103928464,1.08138843913914,1.14666555557004
"20812","430","VA- NORFOLK",1289789,4.9000993134681e-05,0,4.9000993134681,0,2020-03-28,63.200941934187,0,1.14680897222751,1.03571428571429
"20813","367","SC- FLORENCE",379572,7.56145873809976e-05,8.81662662496601e-06,7.56145873809976,0.881662662496601,2020-03-28,28.70118016138,3.3465446012916,1.2010176459109,1.0423856642883
"20814","369","SC- SPARTANBURG",374810,6.15832396736923e-05,2.73291181440364e-08,6.15832396736923,0.00273291181440364,2020-03-28,23.0820140620966,0.0102432267715663,1.22019311207899,27.7576496503709
"20815","321","ND- BISMARCK",211242,0.000261017718724973,0,26.1017718724973,0,2020-03-28,55.1379049389007,0,1.07209669557454,1.42857142857143
"20816","330","OH- DAYTON",1077638,6.07762726205315e-05,3.71182159500686e-06,6.07762726205315,0.371182159500686,2020-03-28,65.4948208742443,4,1.1551932367695,1.21932266461095
"20817","326","OH- CANTON",640670,6.3816490154797e-05,3.26042227044582e-06,6.3816490154797,0.326042227044582,2020-03-28,40.8853107474738,2.08885473600652,1.09945920282135,1.37309256857822
"20818","328","OH- CLEVELAND",2068625,0.000229986696090669,2.57533510793643e-06,22.9986696090669,0.257533510793643,2020-03-28,475.756229200561,5.32740258765499,1.05619646778657,1.13285488239309
"20819","335","OH- YOUNGSTOWN",642648,0.000185096730077937,7.00516721932388e-06,18.5096730077937,0.700516721932388,2020-03-28,118.952043391126,4.50185670316406,1.14012097838662,1.14377060449494
"20820","357","PA- PITTSBURGH",2904771,0.00013438632795316,1.4781817600113e-06,13.438632795316,0.14781817600113,2020-03-28,390.361508234827,4.29377950920978,1.1141641659947,1.59921844373015
"20821","332","OH- KETTERING",432928,4.64052897693878e-05,0,4.64052897693877,0,2020-03-28,20.0901492892815,0,1.21917707114178,1.09273129582508
"20822","331","OH- ELYRIA",253587,0.000210208653947335,4.71650997699924e-07,21.0208653947335,0.0471650997699924,2020-03-28,53.3061819285428,0.119604561553731,1.08282242633967,1.19956788028001
"20823","325","OH- AKRON",703381,0.000139132880581203,5.19733927922866e-06,13.9132880581203,0.519733927922866,2020-03-28,97.8634246760874,3.65570969956314,1.07960186854105,1.26348470073225
"20824","339","OK- OKLAHOMA CITY",1878346,0.000110091582894848,4.25906622102637e-06,11.0091582894848,0.425906622102637,2020-03-28,206.790084364206,8,1.11606736094818,1.16621481374498
"20825","391","TX- DALLAS",4819192,0.000153946142557344,2.45705362978828e-06,15.3946142557344,0.245705362978828,2020-03-28,741.896018643212,11.8410131962467,1.0993789233797,1.09232374217115
"20826","336","OK- LAWTON",203937,4.18486595796603e-05,0,4.18486595796603,0,2020-03-28,8.53449008869718,0,1.07432350669528,1
"20827","420","TX- WICHITA FALLS",202790,7.8006875783611e-05,0,7.8006875783611,0,2020-03-28,15.8190143401585,0,1.04161336274219,NA
"20828","342","OR- EUGENE",731523,7.59903085347146e-05,2.80702141351589e-06,7.59903085347146,0.280702141351589,2020-03-28,55.58865847024,2.05340072547938,1.05513019192779,1.10850202764929
"20829","345","OR- SALEM",319400,0.000263809746062446,7.37522492160327e-06,26.3809746062446,0.737522492160327,2020-03-28,84.2608328923451,2.35564683996008,1.05569811042695,1.13694282437351
"20830","344","OR- PORTLAND",2688073,0.000150055139318802,5.4332138587316e-06,15.0055139318802,0.54332138587316,2020-03-28,403.359168514111,14.6048754768822,1.08275784820606,1.15653917005634
"20831","341","OR- BEND",221484,9.53676606117669e-05,8.38336828168181e-10,9.53676606117669,8.38336828168181e-05,2020-03-28,21.1224109429366,0.000185678194050001,1.05725317357193,1.14063561494702
"20832","347","PA- ALTOONA",302529,1.79849313879888e-05,0,1.79849313879888,0,2020-03-28,5.44096330787688,0,1.10672887828074,Inf
"20833","358","PA- READING",596839,0.00018704947546648,6.59055740466951e-07,18.704947546648,0.0659055740466951,2020-03-28,111.638421887939,0.393350169084554,1.29625191323079,2.16814044799218
"20834","355","PA- LANCASTER",678147,0.000120318609852496,1.47032844889422e-06,12.0318609852496,0.147032844889422,2020-03-28,81.5937043156403,0.997098826632271,1.23482946074058,1.46202802930975
"20835","354","PA- JOHNSTOWN",220260,1.70748542798419e-05,0,1.70748542798419,0,2020-03-28,3.76090740367798,0,1.26185231998235,96.1435296301471
"20836","362","PA- WILKES-BARRE",249132,0.000203520984654433,6.11725877139013e-06,20.3520984654433,0.611725877139013,2020-03-28,50.7035899489283,1.52400491223397,1.24535140534093,1.27539826698012
"20837","350","PA- DANVILLE",579193,5.19526137417583e-05,1.70987295019071e-07,5.19526137417583,0.0170987295019071,2020-03-28,30.0905902109302,0.0990346443639808,1.25908077772439,1.29876717566749
"20838","366","SC- COLUMBIA",1241913,0.000203050034217736,6.28902433654672e-06,20.3050034217736,0.628902433654672,2020-03-28,252.170477145451,7.81042108087375,1.12787486406912,1.17100791546295
"20839","368","SC- GREENVILLE",907674,0.000106533471619687,1.09043199786315e-06,10.6533471619687,0.109043199786315,2020-03-28,96.6976623189278,0.989756773228434,1.10662711674255,1.20510296760131
"20840","374","TN- JACKSON",333926,4.20455483666676e-05,0,4.20455483666676,0,2020-03-28,14.0401017838878,0,1.21996989544105,NA
"20841","416","TX- TYLER",561485,5.4535447323456e-05,1.76520396182657e-06,5.4535447323456,0.176520396182657,2020-03-28,30.6208356404107,0.991135546506194,1.13580762432102,1.08584790780646
"20842","397","TX- HOUSTON",6463120,0.000114560069694455,7.73620171062892e-07,11.4560069694455,0.0773620171062892,2020-03-28,740.415477643625,5,1.22735911108544,1.31818181818182
"20843","390","TX- CORPUS CHRISTI",564150,3.72241425152885e-05,0,3.72241425152885,0,2020-03-28,21,0,1.11668746636861,NA
"20844","412","TX- SAN ANTONIO",2714969,6.90479091683635e-05,2.20996998492432e-06,6.90479091683635,0.220996998492432,2020-03-28,187.462932906923,6,1.15339072060377,1.15126050420168
"20845","385","TX- AUSTIN",1738310,0.000121252844493133,5.75250603500598e-07,12.1252844493133,0.0575250603500598,2020-03-28,210.775032110859,0.999963876571125,1.11295686422046,1.28059143561856
"20846","413","TX- TEMPLE",499914,7.27214198768457e-05,2.00041631846453e-06,7.27214198768457,0.200041631846453,2020-03-28,36.3544558963135,1.00003612342887,1.12960004083898,1.30164593821569
"20847","418","TX- WACO",341324,0.000103654563085857,0,10.3654563085857,0,2020-03-28,35.3797900907171,0,1.07885567886138,1.28312533738785
